title,author,publisher,publication_year,call_number,ISBN
(1페이지로 시작하는)세계사 수업,심용환 지음,빅피시,2024,909 심95ㅅ,9791193128824
우리 중 그 누구도 돌아오지 못할 것이다,샤를로트 델보 지음;류재화 옮김,가망서사,2024,920 델45ㅇ,9791197971990
부다페스트,빅터 세베스티엔 지음;박수철 옮김,까치,2024,925.8 세48ㅂ,9788972918561
사라진 홍콩,류영하 지음,산지니,2023,912.34 류94ㅅ,9791168611696
지정학의 모든 것,기획집단 MOIM 글;이크종 그림,그림씨,2024,340.98 모97ㅈ,9791189231545
(개항으로 세계를 만난)조선 사람들의 근대 생활 탐구,권나리 외 지음,푸른숲주니어,2024,911.059 권192ㅈ,9791156754961
하마터면 지리도 모르고 세계여행할 뻔했다,강이석 지음,북트리거,2024,980.24 강97ㅎ,9791193378281
흰 바람벽이 있어,강영준 글,북멘토,2024,991.1 강94ㅎ,9788963195650
Nexus,by Yuval Noah Harari,Random House,2024,W 909 H254n,9780593736814
지도로 보는 전쟁사,DK 전쟁사 편집위원회 지음;장용원 옮김,지식의날개(한국방송통신대학교출판문화원),2024,909 전65ㅈ,9788920049149
지도로 보는 세계사,DK 세계사 편집위원회 지음;이경희;안종희 [공]옮김,지식의날개(한국방송통신대학교출판문화원),2024,909 세18ㅈ,9788920049132
한국인의 탄생,홍대선 지음,메디치미디어,2024,911 홍28ㅎ,9791157063734
호주,일사 샤프 지음;김은지 옮김,가지,2014,962 샤696ㅎ,9791195201662
넥서스,유발 하라리 지음;김명주 옮김,김영사,2024,331.5412 하292ㄴ,9791194330424
케임브리지 스페인사,윌리엄 D. 필립스주니어;칼라 란 필립스 [공]지음;박혜경 옮김,글항아리,2024,927 필297ㅋ,9791169092982
항복의 길,에번 토머스 지음;조행복 옮김,까치(까치글방),2024,909.54 토33ㅎ,9788972918455
프랑스사 강의,시바타 미치오 지음;정애영 옮김,AK(에이케이커뮤니케이션즈),2024,926 시42ㅍ,9791127481254
선 넘는 한국사,박광일 지음,생각정원,2024,911 박18ㅅ,9791193811290
역사를 읽는 법,류시현 지음,따비,2024,901 류57ㅇ,9791192169378
다락방에서 남편들이 내려와,홀리 그라마치오 지음;김은영 옮김,북폴리오(미래엔),2024,843.6 그292ㄷ,9791168419025
흰,한강 지음,문학동네,2018,813.6 한12ㅎ,9788954651134
희랍어 시간,한강 지음,문학동네,2011,813.62 한12ㅎ,9788954616515
작별하지 않는다,한강 [지음],문학동네,2021,813.6 한12ㅈ c.2,9788954682152
시한부,백은별 지음,바른북스,2024,813.6 백96ㅅ c.2,9791193647646
여수의 사랑,한강 지음,문학과지성사,2018,813.6 한12ㅇ,9788932034812
서랍에 저녁을 넣어 두었다,한강 지음,문학과지성사,2013,811.6 한12ㅅ,9788932024639
우정 시뮬레이션을 시작하시겠습니까?,하유지 지음,다림,2024,813.6 하96ㅇ,9788961773294
재즈,토니 모리슨 지음;최인자 옮김,문학동네,2015,843.5 모297ㅈ,9788954634106
어른의 행복은 조용하다,태수 글,Page2(페이지2북스),2024,818 태56어,9791169851053
세상 끝의 고래,크리스 빅 지음;정주연 옮김,곰곰(휴머니스트),2024,843.6 빅676ㅅ,9791170871200
모우어,천선란 지음,문학동네,2024,813.6 천53ㅁ,9791141601447
언젠가 우리가 같은 별을 바라본다면,차인표 지음,해결책,2021,813.6 차97ㅇ,9791191061048
신의주 백선 백화점,진저 박 지음;천미나 옮김,안녕로빈,2024,843.6 박65ㅅ,9791191942385
나는 세계와 맞지 않지만,진은영 지음,마음산책,2024,809 진96ㄴ,9788960908949
빛과 멜로디,조해진 지음,문학동네,2024,813.6 조78ㅂ,9791141607241
싸우지 않고 이기는 기술,제이 하인리히 지음;조용빈 옮김,토네이도,2024,802.56 하97ㅆ,9791158513009
방황하는 소설,정지아 외 지음;이제창 외 엮음,창비교육,2023,813.6 정65ㅂ,9791165702359
삶에 시가 없다면 너무 외롭지 않을까요,장석주 지음,포레스트북스,2024,811.6 장53ㅅ,9791193506776
즐거운 어른,이옥선 지음,이야기장수,2024,818 이95ㅈ,9791194184034
죽이고 싶은 아이. 2,이꽃님 지음,우리학교,2024,813.6 이83ㅈ v.2,9791167552723
나의 인생만사 답사기,유홍준 지음,창비,2024,818 유75ㄴ,9788936480608
어쩌다 편의점,유철현 지음,돌베개,2024,818 유663ㅇ,9791192836591
유랑하는 자본주의자,유랑쓰 임현주 지음,다산북스,2024,814.6 임74ㅇ,9791130648675
단순한 열정,아니 에르노 지음;최정수 옮김,문학동네,2012,863 에296ㄷ,9788954619585
세상의 끝과 부재중 통화,설은아 엮음,수오서재,2022,818 설96ㅅ,9791190382595
나의 장례식에 어서 오세요,보선 지음,돌베개,2024,818 보53ㄴ,9791192836621
시한부,백은별 지음,바른북스,2024,813.6 백96ㅅ,9791193647646
스무 낮 읽고 스무 밤 느끼다,박완서 외 지음,마음산책,2024,813.6 박98ㅅ,9788960908925
카메라와 워커,박완서 지음;이인아 그림,창비,2024,813.62 박98ㅋ,9788936431228
고백루프,박서련 지음,창비교육,2024,813.6 박5ㅂ,9791165702496
잘린 머리처럼 불길한 것,미쓰다 신조 지음;권영주 옮김,비채,2010,833.6 미886ㅈ,9788994343082
일곱 명의 술래잡기,미쓰다 신조 지음;현정수 옮김,북로드,2024,833.6 미886이,9791158792121
최초의 아이,로이스 로리 지음;강나은 옮김,비룡소,2024,843.6 로297ㅊ,9788949123561
사랑에 대해 내가 아는 모든 것,돌리 앨더튼 지음;김미정 옮김,윌북,2024,848 앨23ㅅ,9791155817650
그리스인 조르바,니코스 카잔차키스 지음;이윤기 옮김,열린책들,2008,892.13 카62그 c.2,8932908060
고도경보,김헌일 지음,산지니,2014,813.6 김73ㄱ,9788965452751
이중 하나는 거짓말,김애란 지음,문학동네,2024,813.6 김98ㅇ c.2,9791141601300
때로는 워밍업 없이 가보고 싶어,김수지 지음,서사원,2024,814.6 김56ㄸ,9791168223035
어떤 어른,김소영 지음,사계절,2024,814.6 김55ㅇ,9791169813419
모든 요일의 여행,김민철 지음,북라이프,2016,816.6 김37모 c.2,9791185459523
모든 요일의 기록,김민철 지음,북라이프,2015,818 김37모 c.2,9791185459271
율의 시선,김민서 지음,창비,2024,813.6 김37ㅇ,9788936457259
대온실 수리 보고서,김금희 지음,창비,2024,813.6 김16ㄷ,9788936439651
입은 것들의 말하기,강다민 지음,내일을여는책,2024,813.6 강22ㅇ,9788977468894
11/22/63 (Paperback),by Stephen King,Simon & Schuste,2012,W 843 K521,9781451627299
Intermezzo,by Sally Rooney,"Farrar, Straus and Giroux",2024,W 843.6 R777i,9780374608538
(The)Witches,by Roald Dahl;illustrated by Quentin Blake,Puffin Books,2013,W 843 D131w,9780142410110
Crying in H mart,by Michelle Zauner,Vintage Books(Penguin Random House),2022,W 848 Z39c,9781984898951
황금 물고기,르 클레지오 지음;최수철 옮김,문학동네,2009,863 르676황2 c.2,9788954609067
"Good girl, bad blood",by holly jackson,Egmont UK Ltd,2020,W 843.6 J12go,9781405297752
As Good As Dead,by Holly Jackson,HarperCollins Publishers,2021,W 843.6 J12a,9781405298605
(A)Good girl's guide to murder,Holly Jackson,Electric Monkey,2019,W 843.6 J12g,9781405293181
Middlemarch,George Eliot,Penguin Books,2015,W 843.6 E42m,9780143107729
(The)Goldfinch,by Donna Tartt,"Little, Brown",2014,W 843 T195g,9780316286398
Demon copperhead,Barbara Kingsolver,Faber & Faber,2022,W 843.6 K55d,9780571376483
(The)House of silk,by Anthony Horowitz,Orion Books,2018,W 843.6 H816h,9781409182771
Moriarty,by Anthony Horowitz,Harper Perennial,2014,W 843.6 H816m,9780062377197
단 한 사람,최진영 지음,한겨레(한겨레엔),2023,813.6 최65다,9791160405750
글쓰기의 감각,스티븐 핑커 지음;김명남 옮김,사이언스북스,2024,746 핑673ㄱ,9791192908298
영어를 해석하지 않고 읽는 법,황준 지음,동양북스,2019,747 황64ㅇ,9791157685240
(중국어뱅크) 스마트 중국어. 3,"김현철,;김은희 [공]지음",동양북스,2023,727 김74ㅅ v.3,9791157688579
중국어뱅크 스마트 중국어. 2,김현철;김은희 [공]지음,동양북스(동양문고),2023,727 김74ㅈ v.2,9791157688562
(중국어뱅크)스마트 중국어. 1,김현철;김은희 [공]지음,동양북스(동양문고),2023,727 김74ㅅ v.1,9791157688555
부모의 어휘력,김종원 지음,카시오페아,2024,598.1 김63ㅂ c.2,9791168271999
원문에 가까운 번역문을 만드는 법,강주헌 지음,길벗이지톡,2024,701.7 강64ㅇ,9791140709410
(어원부터 어감까지 한 번에 휘어잡는)우리말 표현 사전,조항범 지음,태학사,2024,714 조72ㅇ c.2,9791168103047
탐방다방,홍윤주 지음,프로파간다,2024,548.95 홍96ㅌ,9788998143886
더 인간적인 건축,토마스 헤더윅 지음;한진이 옮김,알에이치코리아(RHK),2024,610.4 헤23ㄷ,9788925574868
흙에 발 담그면 나도 나무가 될까,정경하 글·그림,여름의서재,2024,481.104 정14ㅎ c.2,9791198226747
오페라 아리아 명곡집. 4,아름출판사 편집부 역,아름,2008,674.2 아296ㅇ v.4,9788983775559
오페라 아리아 명곡집. 2,아름출판사 편집부 역,아름,2009,674.2 아296ㅇ v.2,9788983775535
당신의 음악 취향은,수전 로저스;오기 오가스 [공]지음;장호연 옮김,에포크,2024,673.5 로62ㄷ c.2,9791198123169
빽 투 더 올드팝,복고맨 지음,보누스,2024,673.53 복15ㅃ,9788964947203
수학이 보이는 바흐의 음악 여행,문태선 지음,궁리,2024,670.4 문688ㅅ,9788958208761
내 몸 쓰는 법,김보미 지음,서해문집,2024,692 김45ㄴ,9791192988610
사진이 말하고 싶은 것들,김경훈 지음,Sigongart,2021,660.4 김14ㅅ c.2,9791165794415
(디자인이 한눈에 보이는)책방도감,건축지식 편집부 지음;정지영 옮김,현익,2024,658 건666ㅊ,9791193217702
(나 홀로 도쿄)자취방 도감,mame 지음;권미량 옮김,인간희극,2024,C 668.5 나37ㅈ,9788993784831
궁금해! 상상을 현실로 만드는 모빌리티 수업,한대희 글;이크종 그림,청어람미디어,2024,331 한28ㄱ,9791158712402
질병 해방,피터 아티아;빌 기퍼드 [공]지음;이한음 옮김,부키,2024,511.1689 아687ㅈ,9791193528129
초가공식품,크리스 반 툴레켄 지음;김성훈 옮김,웅진지식하우스(웅진씽크빅),2024,574 툴298ㅊ,9788901288475
에듀테크의 시대,이진우 지음,다산스마트에듀(다산북스),2024,373.33 이65ㅇ,9791130650661
실험실로 간 세포,이지아 지음,플루토,2024,474 이65ㅅ,9791188569618
(가장 친절한)메타버스와 블록체인의 미래,원호섭;최근도 [공]지음,나무야,2024,331.5412 원75ㅁ,9791188717323
(최소한의)데이터 리터러시,송석리 외 지음,길벗,2024,331.5412 송53ㄷ c.2,9791140708277
인공지능 구조 원리 교과서,송경빈 지음,보누스,2024,004.73 송14ㅇ,9788964946855
(미래 세대를 위한)건축과 국가 권력 이야기,서윤영 글,철수와영희,2024,540 서96거,9791171530045
로봇랜드,베르타 파라모 지음;성소희 옮김,그림씨,2024,559.962 파292ㄹ,9791189231569
자연의 권리,데이비드 보이드 지음;이지원 옮김,교유서가,2020,361.762 보97ㅈ,9791190277822
나는 바다로 출근한다,김정하 지음,산지니,2023,818 김62ㄴ,9791168611900
사랑과 통제와 맥주 한잔의 자유,김도미 지음,동아시아,2024,513.99404 김25ㅅ,9788962626308
플래닛 아쿠아,제러미 리프킨 지음;안진환 옮김,민음사,2024,443.1 리696ㅍ,9788937428166
(우주와 천체의 원리를 그림으로 쉽게 풀이한)천문학 사전,후타마세 도시후미 지음;도쿠마루 유우 그림;조민정 옮김,그린북,2018,443 후682ㅊ,9788955883558
사진과 그림으로 보는 인류 진화의 일곱 걸음,패멀라 S. 터너 외 지음;존 거치 그림;장한라 옮김,롤러코스터,2024,471 터193ㅅ,9791191311419
나는 선량한 기후파괴자입니다,토마스 브루더만 지음;추미란 옮김,동녘,2024,539.9 브296ㄴ,9788972971290
다시 쓰는 수학의 역사,케이트 기타가와;티모시 레벨 [공]지음;이충호 옮김,서해문집,2024,410.9 케97ㄷ,9791192988917
천문학자들이 코딩하느라 바쁘다고?,이정환 글;김소희 그림,나무를심는사람들,2024,440 이62ㅊ,9791193156124
(최소한의 수식으로 이해하는)우주의 수학,스토야스시 지음;전종훈 옮김,플루토,2024,410 스685ㅇ c.3,9791188569595
매스프레소,배티 지음,애플씨드,2024,410 배687ㅁ,9791198613608
한국인의 기원,박정재 지음,바다,2024,453.9 박62ㅎ,9791166892868
멸종했지만 진화합니다,박재용 지음;방상호 그림,영수책방,2024,476 박65ㅁ,9791193759004
창조력 코드,마커스 드 사토이 지음;박유진 옮김,북라이프,2020,004.73 사685ㅊ,9791188850945
청소년을 위한 과학혁명,남영 지음,궁리(궁리출판),2024,409 남94ㅊ,9788958208822
SF는 고양이 종말에 반대합니다,김보영;이은희;이서영 [공]지음,지상의책(갈매나무),2024,400 김45ㅇ,9791193301012
국과수에서 일하는 상상 어때?,권미아;이다혜 [공]지음,창비,2024,321.55 권37ㄱ,9788936453275
슈퍼 스페이스 실록,곽재식 지음;김듀오 그림,파랑새,2024,443.1 곽65ㅅ,9788961554787
졸 틈 없는 수학책,송명진 지음,블랙피쉬,2024,410 송34ㅈ,9788968334795
미치도록 기발한 수학 천재들,송명진 지음,블랙피쉬,2022,410 송34ㅁ c.2,9788968333866
진화인류학 강의,박한선 지음,해냄(해냄출판사),2024,471.2 박72ㅈ,9791167140845
과학의 개념어들,김현벽;최은영;권창섭 [공]지음,사람in,2024,404 김74ㄱ,9791171011100
Proofs Without Words , Roger B. Nelsen , American Mathematical Society ,2020,W 410 N424p,9781470451868
호감의 시작,희렌최 지음,북로망스(책읽어주는남자),2024,194.2 희298ㅎ,9791193937143
(홍춘욱의 최소한의)경제 토픽,홍춘욱 지음,리더스북(웅진씽크빅),2024,320.9 홍666ㄱ,9788901285177
미래의 나를 만난 후 오늘이 달라졌다,할 허시필드 지음;정윤미 옮김,비즈니스북스,2024,325.04 허57ㅁ,9791162543726
(청소년을 위한)행동경제학 에세이,한진수 지음,해냄,2021,320.4 한65ㅎ,9791167140142
경제학의 개념어들,한진수 지음,사람in,2024,320 한65ㄱ,9791171010967
덕후가 브랜드에게,편은지 지음,Two Rabbits(투래빗),2024,326.12 편96ㄷ,9791198474155
나는 불평을 그만두기로 했다,크리스틴 르위키 지음;조민영 옮김,한빛비즈,2020,189.1 르98ㄴ,9791157844081
좋은 관계는 듣기에서 시작된다,케이트 머피 지음;김성환;최설민 [공]옮김,21세기북스(북이십일),2021,325.3 머697ㅈ,9788950989767
우리는 모두 페미니스트가 되어야 합니다,치마만다 응고지 아디치에 지음;김명남 옮김,창비,2016,337.2 아27우 c.2,9788936472795
정당과 정당 체계,조반니 사르토리 지음;정헌주 옮김,후마니타스,2023,346 사296ㅈ,9788964374399
"세상을 바꾼 10대들, 그들은 무엇이 달랐을까",정학경 지음,미디어숲(다빈치하우스),2024,334 정72ㅅ,9791158742249
21세기 국제질서 맥락으로 이해하기,정하늘 지음,국제법질서연구소,2023,349.11 정72ㅇ c.2,9791198411907
공격 사회,정주진 글,철수와영희,2024,334 정64ㄱ,9791171530069
그저 한마디 건넸을 뿐인데,임철웅 지음,부커(Booker),2024,802.56 임663ㄱ,9791164162277
디지털 리더십,임일;이무원 [공]지음,클라우드나인,2021,325.24 임97ㄷ,9791191334401
일생에 한번은 헌법을 읽어라,이효원 지음,현대지성,2024,362.004 이75ㅇ c.2,9791139717013
페미사냥,이민주 지음,민음사,2024,337.2 이37ㅍ,9788937492235
디지털 리더십으로 이끄는 최고의 학교,에릭 셰닝어 글;김보영 옮김,다봄교육,2022,373.33 셰197ㄷ,9791192148014
"민주주의, 할 수 없는 것과 할 수 있는 것",애덤 셰보르스키 지음;이기훈;이지윤 [공]옮김,후마니타스,2024,340.22 셰45ㅁ,9788964374610
어떻게 극단적 소수가 다수를 지배하는가,스티븐 레비츠키;대니얼 지블랫 지음;박세연 옮김,어크로스,2024,340.22 레47어 c.2,9791167741509
납작하고 투명한 사람들,백세희 글,호밀밭,2022,330.4 백58ㄴ,9791168260597
